file_path,province,speaker,duration
binh-đinh/0971972/078.wav,binh-đinh,binh-đinh_0971972,3.872
binh-đinh/0971972/015.wav,binh-đinh,binh-đinh_0971972,3.808
binh-đinh/0971972/090.wav,binh-đinh,binh-đinh_0971972,3.424
binh-đinh/0971972/103.wav,binh-đinh,binh-đinh_0971972,3.264
binh-đinh/0971972/004.wav,binh-đinh,binh-đinh_0971972,3.04
binh-đinh/0971972/088.wav,binh-đinh,binh-đinh_0971972,3.744
binh-đinh/0971972/030.wav,binh-đinh,binh-đinh_0971972,3.872
binh-đinh/0971972/188.wav,binh-đinh,binh-đinh_0971972,3.328
binh-đinh/0971972/132.wav,binh-đinh,binh-đinh_0971972,4.48
binh-đinh/0971972/031.wav,binh-đinh,binh-đinh_0971972,5.694625
binh-đinh/0971972/022.wav,binh-đinh,binh-đinh_0971972,4.16
binh-đinh/0971972/070.wav,binh-đinh,binh-đinh_0971972,4.48
binh-đinh/0971972/007.wav,binh-đinh,binh-đinh_0971972,5.248
binh-đinh/0971972/104.wav,binh-đinh,binh-đinh_0971972,3.456
binh-đinh/0971972/142.wav,binh-đinh,binh-đinh_0971972,3.136
binh-đinh/0971972/014.wav,binh-đinh,binh-đinh_0971972,4.374625
binh-đinh/0971972/151.wav,binh-đinh,binh-đinh_0971972,2.88
binh-đinh/0971972/144.wav,binh-đinh,binh-đinh_0971972,4.48
binh-đinh/0971972/120.wav,binh-đinh,binh-đinh_0971972,3.776
binh-đinh/0971972/048.wav,binh-đinh,binh-đinh_0971972,2.976
binh-đinh/0971972/122.wav,binh-đinh,binh-đinh_0971972,3.872
binh-đinh/0971972/123.wav,binh-đinh,binh-đinh_0971972,5.12
binh-đinh/0971972/073.wav,binh-đinh,binh-đinh_0971972,3.758625
binh-đinh/0971972/094.wav,binh-đinh,binh-đinh_0971972,4.192
binh-đinh/0971972/076.wav,binh-đinh,binh-đinh_0971972,3.68
binh-đinh/0971972/047.wav,binh-đinh,binh-đinh_0971972,3.550625
binh-đinh/0971972/093.wav,binh-đinh,binh-đinh_0971972,3.84
binh-đinh/0971972/187.wav,binh-đinh,binh-đinh_0971972,3.2
binh-đinh/0971972/130.wav,binh-đinh,binh-đinh_0971972,8.0
binh-đinh/0971972/109.wav,binh-đinh,binh-đinh_0971972,3.296
binh-đinh/0971972/037.wav,binh-đinh,binh-đinh_0971972,4.288
binh-đinh/0971972/145.wav,binh-đinh,binh-đinh_0971972,3.264
binh-đinh/0971972/175.wav,binh-đinh,binh-đinh_0971972,3.104
binh-đinh/0971972/172.wav,binh-đinh,binh-đinh_0971972,4.608
binh-đinh/0971972/124.wav,binh-đinh,binh-đinh_0971972,1.472
binh-đinh/0971972/008.wav,binh-đinh,binh-đinh_0971972,2.656
binh-đinh/0971972/111.wav,binh-đinh,binh-đinh_0971972,3.648
binh-đinh/0971972/084.wav,binh-đinh,binh-đinh_0971972,3.296
binh-đinh/0971972/028.wav,binh-đinh,binh-đinh_0971972,3.264
binh-đinh/0971972/099.wav,binh-đinh,binh-đinh_0971972,3.36
binh-đinh/0971972/128.wav,binh-đinh,binh-đinh_0971972,3.2
binh-đinh/0971972/182.wav,binh-đinh,binh-đinh_0971972,4.992
binh-đinh/0971972/010.wav,binh-đinh,binh-đinh_0971972,3.246625
binh-đinh/0971972/118.wav,binh-đinh,binh-đinh_0971972,3.84
binh-đinh/0971972/032.wav,binh-đinh,binh-đinh_0971972,4.064
binh-đinh/0971972/191.wav,binh-đinh,binh-đinh_0971972,3.136
binh-đinh/0971972/119.wav,binh-đinh,binh-đinh_0971972,2.784
binh-đinh/0971972/186.wav,binh-đinh,binh-đinh_0971972,3.462625
binh-đinh/0971972/116.wav,binh-đinh,binh-đinh_0971972,2.688
binh-đinh/0971972/141.wav,binh-đinh,binh-đinh_0971972,3.072
binh-đinh/0971972/025.wav,binh-đinh,binh-đinh_0971972,4.150625
binh-đinh/0971972/016.wav,binh-đinh,binh-đinh_0971972,2.848
binh-đinh/0971972/113.wav,binh-đinh,binh-đinh_0971972,3.616
binh-đinh/0971972/158.wav,binh-đinh,binh-đinh_0971972,4.608
binh-đinh/0971972/075.wav,binh-đinh,binh-đinh_0971972,3.68
binh-đinh/0971972/051.wav,binh-đinh,binh-đinh_0971972,5.504
binh-đinh/0971972/117.wav,binh-đinh,binh-đinh_0971972,3.392
binh-đinh/0971972/148.wav,binh-đinh,binh-đinh_0971972,3.072
binh-đinh/0971972/003.wav,binh-đinh,binh-đinh_0971972,3.584
binh-đinh/0971972/114.wav,binh-đinh,binh-đinh_0971972,4.224
binh-đinh/0971972/190.wav,binh-đinh,binh-đinh_0971972,4.16
binh-đinh/0971972/086.wav,binh-đinh,binh-đinh_0971972,4.704
binh-đinh/0971972/106.wav,binh-đinh,binh-đinh_0971972,3.456
binh-đinh/0971972/063.wav,binh-đinh,binh-đinh_0971972,3.36
binh-đinh/0971972/152.wav,binh-đinh,binh-đinh_0971972,3.104
binh-đinh/0971972/085.wav,binh-đinh,binh-đinh_0971972,5.024
binh-đinh/0971972/040.wav,binh-đinh,binh-đinh_0971972,3.936
binh-đinh/0971972/185.wav,binh-đinh,binh-đinh_0971972,3.776
binh-đinh/0971972/021.wav,binh-đinh,binh-đinh_0971972,3.424
binh-đinh/0971972/153.wav,binh-đinh,binh-đinh_0971972,4.512
binh-đinh/0971972/066.wav,binh-đinh,binh-đinh_0971972,2.848
binh-đinh/0971972/012.wav,binh-đinh,binh-đinh_0971972,3.424
binh-đinh/0971972/184.wav,binh-đinh,binh-đinh_0971972,5.28
binh-đinh/0971972/013.wav,binh-đinh,binh-đinh_0971972,4.896
binh-đinh/0971972/067.wav,binh-đinh,binh-đinh_0971972,3.68
binh-đinh/0971972/183.wav,binh-đinh,binh-đinh_0971972,3.232
binh-đinh/0971972/134.wav,binh-đinh,binh-đinh_0971972,3.68
binh-đinh/0971972/098.wav,binh-đinh,binh-đinh_0971972,3.936
binh-đinh/0971972/095.wav,binh-đinh,binh-đinh_0971972,3.584
binh-đinh/0971972/133.wav,binh-đinh,binh-đinh_0971972,4.032
binh-đinh/0971972/167.wav,binh-đinh,binh-đinh_0971972,3.808
binh-đinh/0971972/042.wav,binh-đinh,binh-đinh_0971972,3.744
binh-đinh/0971972/049.wav,binh-đinh,binh-đinh_0971972,2.88
binh-đinh/0971972/068.wav,binh-đinh,binh-đinh_0971972,3.36
binh-đinh/0971972/054.wav,binh-đinh,binh-đinh_0971972,4.32
binh-đinh/0971972/087.wav,binh-đinh,binh-đinh_0971972,3.68
binh-đinh/0971972/057.wav,binh-đinh,binh-đinh_0971972,3.584
binh-đinh/0971972/092.wav,binh-đinh,binh-đinh_0971972,3.264
binh-đinh/0971972/006.wav,binh-đinh,binh-đinh_0971972,4.032
binh-đinh/0971972/056.wav,binh-đinh,binh-đinh_0971972,3.488
binh-đinh/0971972/136.wav,binh-đinh,binh-đinh_0971972,5.824
binh-đinh/0971972/169.wav,binh-đinh,binh-đinh_0971972,3.648
binh-đinh/0971972/034.wav,binh-đinh,binh-đinh_0971972,4.190625
binh-đinh/0971972/019.wav,binh-đinh,binh-đinh_0971972,4.928
binh-đinh/0971972/166.wav,binh-đinh,binh-đinh_0971972,4.544
binh-đinh/0971972/026.wav,binh-đinh,binh-đinh_0971972,1.28
binh-đinh/0971972/147.wav,binh-đinh,binh-đinh_0971972,3.84
binh-đinh/0971972/041.wav,binh-đinh,binh-đinh_0971972,2.944
binh-đinh/0971972/052.wav,binh-đinh,binh-đinh_0971972,3.712
binh-đinh/0971972/129.wav,binh-đinh,binh-đinh_0971972,3.488
binh-đinh/0971972/081.wav,binh-đinh,binh-đinh_0971972,4.672
binh-đinh/3529103/125.wav,binh-đinh,binh-đinh_3529103,3.808
binh-đinh/0971972/179.wav,binh-đinh,binh-đinh_0971972,3.296
binh-đinh/0971972/176.wav,binh-đinh,binh-đinh_0971972,3.648
binh-đinh/0971972/171.wav,binh-đinh,binh-đinh_0971972,4.8
binh-đinh/3529103/072.wav,binh-đinh,binh-đinh_3529103,4.352
binh-đinh/0971972/174.wav,binh-đinh,binh-đinh_0971972,3.776
binh-đinh/3529103/195.wav,binh-đinh,binh-đinh_3529103,3.904
binh-đinh/3529103/181.wav,binh-đinh,binh-đinh_3529103,3.936
binh-đinh/3529103/096.wav,binh-đinh,binh-đinh_3529103,6.496
binh-đinh/3529103/005.wav,binh-đinh,binh-đinh_3529103,3.552
binh-đinh/3529103/002.wav,binh-đinh,binh-đinh_3529103,5.696
binh-đinh/3529103/083.wav,binh-đinh,binh-đinh_3529103,3.808
binh-đinh/3529103/044.wav,binh-đinh,binh-đinh_3529103,7.744
binh-đinh/3529103/001.wav,binh-đinh,binh-đinh_3529103,5.44
binh-đinh/3529103/043.wav,binh-đinh,binh-đinh_3529103,4.638625
binh-đinh/3529103/178.wav,binh-đinh,binh-đinh_3529103,4.96
binh-đinh/3529103/139.wav,binh-đinh,binh-đinh_3529103,5.152
binh-đinh/3529103/020.wav,binh-đinh,binh-đinh_3529103,4.896
binh-đinh/3529103/137.wav,binh-đinh,binh-đinh_3529103,5.344
binh-đinh/3529103/065.wav,binh-đinh,binh-đinh_3529103,5.28
binh-đinh/3529103/197.wav,binh-đinh,binh-đinh_3529103,3.814625
binh-đinh/3529103/156.wav,binh-đinh,binh-đinh_3529103,5.568
binh-đinh/3529103/180.wav,binh-đinh,binh-đinh_3529103,4.534625
binh-đinh/3529103/115.wav,binh-đinh,binh-đinh_3529103,4.448
binh-đinh/3529103/140.wav,binh-đinh,binh-đinh_3529103,3.488
binh-đinh/3529103/112.wav,binh-đinh,binh-đinh_3529103,5.216
binh-đinh/3529103/196.wav,binh-đinh,binh-đinh_3529103,4.096
binh-đinh/3529103/036.wav,binh-đinh,binh-đinh_3529103,6.912
binh-đinh/3529103/165.wav,binh-đinh,binh-đinh_3529103,4.256
binh-đinh/3529103/164.wav,binh-đinh,binh-đinh_3529103,4.352
binh-đinh/3529103/038.wav,binh-đinh,binh-đinh_3529103,4.576
binh-đinh/3529103/108.wav,binh-đinh,binh-đinh_3529103,4.544
binh-đinh/3529103/097.wav,binh-đinh,binh-đinh_3529103,4.096
binh-đinh/3529103/050.wav,binh-đinh,binh-đinh_3529103,5.504
binh-đinh/3529103/071.wav,binh-đinh,binh-đinh_3529103,5.056
binh-đinh/3529103/064.wav,binh-đinh,binh-đinh_3529103,4.96
binh-đinh/3529103/160.wav,binh-đinh,binh-đinh_3529103,5.28
binh-đinh/3529103/015.wav,binh-đinh,binh-đinh_3529103,4.416
binh-đinh/3529103/009.wav,binh-đinh,binh-đinh_3529103,5.670625
binh-đinh/3529103/082.wav,binh-đinh,binh-đinh_3529103,5.696
binh-đinh/3529103/046.wav,binh-đinh,binh-đinh_3529103,4.672
binh-đinh/3529103/193.wav,binh-đinh,binh-đinh_3529103,8.704
binh-đinh/3529103/027.wav,binh-đinh,binh-đinh_3529103,3.776
binh-đinh/3529103/078.wav,binh-đinh,binh-đinh_3529103,5.312
binh-đinh/3529103/154.wav,binh-đinh,binh-đinh_3529103,3.136
binh-đinh/3529103/031.wav,binh-đinh,binh-đinh_3529103,4.672
binh-đinh/3529103/059.wav,binh-đinh,binh-đinh_3529103,5.024
binh-đinh/3529103/058.wav,binh-đinh,binh-đinh_3529103,5.568
binh-đinh/3529103/030.wav,binh-đinh,binh-đinh_3529103,3.968
binh-đinh/3529103/022.wav,binh-đinh,binh-đinh_3529103,6.334625
binh-đinh/3529103/088.wav,binh-đinh,binh-đinh_3529103,4.742625
binh-đinh/3529103/024.wav,binh-đinh,binh-đinh_3529103,4.16
binh-đinh/3529103/007.wav,binh-đinh,binh-đinh_3529103,3.872
binh-đinh/3529103/132.wav,binh-đinh,binh-đinh_3529103,3.744
binh-đinh/3529103/004.wav,binh-đinh,binh-đinh_3529103,5.792
binh-đinh/3529103/163.wav,binh-đinh,binh-đinh_3529103,7.638625
binh-đinh/3529103/155.wav,binh-đinh,binh-đinh_3529103,4.64
binh-đinh/3529103/014.wav,binh-đinh,binh-đinh_3529103,4.48
binh-đinh/3529103/187.wav,binh-đinh,binh-đinh_3529103,6.464
binh-đinh/3529103/131.wav,binh-đinh,binh-đinh_3529103,3.36
binh-đinh/3529103/000.wav,binh-đinh,binh-đinh_3529103,4.736
binh-đinh/3529103/123.wav,binh-đinh,binh-đinh_3529103,5.216
binh-đinh/3529103/120.wav,binh-đinh,binh-đinh_3529103,4.384
binh-đinh/3529103/104.wav,binh-đinh,binh-đinh_3529103,4.544
binh-đinh/3529103/142.wav,binh-đinh,binh-đinh_3529103,4.032
binh-đinh/3529103/168.wav,binh-đinh,binh-đinh_3529103,3.904
binh-đinh/3529103/048.wav,binh-đinh,binh-đinh_3529103,6.048
binh-đinh/3529103/170.wav,binh-đinh,binh-đinh_3529103,3.968
binh-đinh/3529103/145.wav,binh-đinh,binh-đinh_3529103,5.568
binh-đinh/3529103/033.wav,binh-đinh,binh-đinh_3529103,4.288
binh-đinh/3529103/037.wav,binh-đinh,binh-đinh_3529103,4.16
binh-đinh/3529103/076.wav,binh-đinh,binh-đinh_3529103,4.0
binh-đinh/3529103/130.wav,binh-đinh,binh-đinh_3529103,2.784
binh-đinh/3529103/109.wav,binh-đinh,binh-đinh_3529103,3.776
binh-đinh/3529103/093.wav,binh-đinh,binh-đinh_3529103,4.448
binh-đinh/3529103/121.wav,binh-đinh,binh-đinh_3529103,3.582625
binh-đinh/3529103/175.wav,binh-đinh,binh-đinh_3529103,4.928
binh-đinh/3529103/008.wav,binh-đinh,binh-đinh_3529103,3.264
binh-đinh/3529103/084.wav,binh-đinh,binh-đinh_3529103,5.376
binh-đinh/3529103/111.wav,binh-đinh,binh-đinh_3529103,6.016
binh-đinh/3529103/182.wav,binh-đinh,binh-đinh_3529103,4.096
binh-đinh/3529103/032.wav,binh-đinh,binh-đinh_3529103,4.736
binh-đinh/3529103/150.wav,binh-đinh,binh-đinh_3529103,4.288
binh-đinh/3529103/010.wav,binh-đinh,binh-đinh_3529103,4.896
binh-đinh/3529103/035.wav,binh-đinh,binh-đinh_3529103,4.96
binh-đinh/3529103/099.wav,binh-đinh,binh-đinh_3529103,4.576
binh-đinh/3529103/191.wav,binh-đinh,binh-đinh_3529103,4.896
binh-đinh/3529103/186.wav,binh-đinh,binh-đinh_3529103,4.448
binh-đinh/3529103/101.wav,binh-đinh,binh-đinh_3529103,5.216
binh-đinh/3529103/060.wav,binh-đinh,binh-đinh_3529103,4.128
binh-đinh/3529103/062.wav,binh-đinh,binh-đinh_3529103,6.336
binh-đinh/3529103/199.wav,binh-đinh,binh-đinh_3529103,3.766625
binh-đinh/3529103/119.wav,binh-đinh,binh-đinh_3529103,5.024
binh-đinh/3529103/143.wav,binh-đinh,binh-đinh_3529103,4.288
binh-đinh/3529103/023.wav,binh-đinh,binh-đinh_3529103,3.84
binh-đinh/3529103/157.wav,binh-đinh,binh-đinh_3529103,4.608
binh-đinh/3529103/074.wav,binh-đinh,binh-đinh_3529103,4.96
binh-đinh/3529103/173.wav,binh-đinh,binh-đinh_3529103,4.384
binh-đinh/3529103/025.wav,binh-đinh,binh-đinh_3529103,4.928
binh-đinh/3529103/016.wav,binh-đinh,binh-đinh_3529103,4.928
binh-đinh/3529103/158.wav,binh-đinh,binh-đinh_3529103,3.872
binh-đinh/3529103/159.wav,binh-đinh,binh-đinh_3529103,4.416
binh-đinh/3529103/149.wav,binh-đinh,binh-đinh_3529103,6.464
binh-đinh/3529103/117.wav,binh-đinh,binh-đinh_3529103,5.376
binh-đinh/3529103/106.wav,binh-đinh,binh-đinh_3529103,6.816
binh-đinh/3529103/086.wav,binh-đinh,binh-đinh_3529103,3.950625
binh-đinh/3529103/040.wav,binh-đinh,binh-đinh_3529103,4.512
binh-đinh/3529103/114.wav,binh-đinh,binh-đinh_3529103,5.248
binh-đinh/3529103/100.wav,binh-đinh,binh-đinh_3529103,3.936
binh-đinh/3529103/063.wav,binh-đinh,binh-đinh_3529103,9.056
binh-đinh/3529103/079.wav,binh-đinh,binh-đinh_3529103,4.16
binh-đinh/3529103/185.wav,binh-đinh,binh-đinh_3529103,4.128
binh-đinh/3529103/021.wav,binh-đinh,binh-đinh_3529103,5.536
binh-đinh/3529103/177.wav,binh-đinh,binh-đinh_3529103,5.408
binh-đinh/3529103/134.wav,binh-đinh,binh-đinh_3529103,7.872
binh-đinh/3529103/075.wav,binh-đinh,binh-đinh_3529103,4.416
binh-đinh/3529103/011.wav,binh-đinh,binh-đinh_3529103,3.36
binh-đinh/3529103/029.wav,binh-đinh,binh-đinh_3529103,3.744
binh-đinh/3529103/152.wav,binh-đinh,binh-đinh_3529103,5.536
binh-đinh/3529103/085.wav,binh-đinh,binh-đinh_3529103,5.024
binh-đinh/3529103/184.wav,binh-đinh,binh-đinh_3529103,4.544
binh-đinh/3529103/066.wav,binh-đinh,binh-đinh_3529103,3.68
binh-đinh/3529103/198.wav,binh-đinh,binh-đinh_3529103,4.128
binh-đinh/3529103/057.wav,binh-đinh,binh-đinh_3529103,3.296
binh-đinh/3529103/067.wav,binh-đinh,binh-đinh_3529103,4.576
binh-đinh/3529103/056.wav,binh-đinh,binh-đinh_3529103,4.8
binh-đinh/3529103/167.wav,binh-đinh,binh-đinh_3529103,5.024
binh-đinh/3529103/136.wav,binh-đinh,binh-đinh_3529103,3.168
binh-đinh/3529103/013.wav,binh-đinh,binh-đinh_3529103,3.968
binh-đinh/3529103/012.wav,binh-đinh,binh-đinh_3529103,4.224
binh-đinh/3529103/049.wav,binh-đinh,binh-đinh_3529103,5.216
binh-đinh/3529103/098.wav,binh-đinh,binh-đinh_3529103,4.64
binh-đinh/3529103/133.wav,binh-đinh,binh-đinh_3529103,5.152
binh-đinh/3529103/169.wav,binh-đinh,binh-đinh_3529103,4.512
binh-đinh/3529103/019.wav,binh-đinh,binh-đinh_3529103,8.992
binh-đinh/3529103/129.wav,binh-đinh,binh-đinh_3529103,4.768
binh-đinh/3529103/092.wav,binh-đinh,binh-đinh_3529103,6.784
binh-đinh/3529103/105.wav,binh-đinh,binh-đinh_3529103,4.992
binh-đinh/3529103/026.wav,binh-đinh,binh-đinh_3529103,2.752
binh-đinh/3529103/006.wav,binh-đinh,binh-đinh_3529103,3.968
binh-đinh/3529103/166.wav,binh-đinh,binh-đinh_3529103,5.28
binh-đinh/3529103/034.wav,binh-đinh,binh-đinh_3529103,4.416
binh-đinh/3529103/171.wav,binh-đinh,binh-đinh_3529103,3.872
binh-đinh/3529103/081.wav,binh-đinh,binh-đinh_3529103,4.576
binh-đinh/3529103/174.wav,binh-đinh,binh-đinh_3529103,4.32
binh-đinh/3529103/147.wav,binh-đinh,binh-đinh_3529103,4.352
binh-đinh/3596488/072.wav,binh-đinh,binh-đinh_3596488,4.0
binh-đinh/3529103/161.wav,binh-đinh,binh-đinh_3529103,3.488
binh-đinh/3529103/052.wav,binh-đinh,binh-đinh_3529103,4.544
binh-đinh/3596488/195.wav,binh-đinh,binh-đinh_3596488,3.616
binh-đinh/3596488/135.wav,binh-đinh,binh-đinh_3596488,3.974625
binh-đinh/3529103/127.wav,binh-đinh,binh-đinh_3529103,4.352
binh-đinh/3596488/001.wav,binh-đinh,binh-đinh_3596488,3.584
binh-đinh/3596488/002.wav,binh-đinh,binh-đinh_3596488,4.494625
binh-đinh/3596488/065.wav,binh-đinh,binh-đinh_3596488,3.296
binh-đinh/3596488/020.wav,binh-đinh,binh-đinh_3596488,4.094625
binh-đinh/3596488/077.wav,binh-đinh,binh-đinh_3596488,3.918625
binh-đinh/3596488/044.wav,binh-đinh,binh-đinh_3596488,4.064
binh-đinh/3596488/192.wav,binh-đinh,binh-đinh_3596488,5.248
binh-đinh/3596488/017.wav,binh-đinh,binh-đinh_3596488,3.678625
binh-đinh/3596488/137.wav,binh-đinh,binh-đinh_3596488,4.182625
binh-đinh/3596488/180.wav,binh-đinh,binh-đinh_3596488,4.384
binh-đinh/3596488/139.wav,binh-đinh,binh-đinh_3596488,4.766625
binh-đinh/3596488/053.wav,binh-đinh,binh-đinh_3596488,4.030625
binh-đinh/3596488/112.wav,binh-đinh,binh-đinh_3596488,3.84
binh-đinh/3596488/115.wav,binh-đinh,binh-đinh_3596488,5.078625
binh-đinh/3596488/165.wav,binh-đinh,binh-đinh_3596488,6.518625
binh-đinh/3596488/082.wav,binh-đinh,binh-đinh_3596488,3.814625
binh-đinh/3596488/138.wav,binh-đinh,binh-đinh_3596488,4.8
binh-đinh/3596488/160.wav,binh-đinh,binh-đinh_3596488,3.190625
binh-đinh/3596488/036.wav,binh-đinh,binh-đinh_3596488,3.648
binh-đinh/3596488/196.wav,binh-đinh,binh-đinh_3596488,3.438625
binh-đinh/3596488/164.wav,binh-đinh,binh-đinh_3596488,4.718625
binh-đinh/3596488/046.wav,binh-đinh,binh-đinh_3596488,4.352
binh-đinh/3596488/132.wav,binh-đinh,binh-đinh_3596488,3.198625
binh-đinh/3596488/188.wav,binh-đinh,binh-đinh_3596488,3.712
binh-đinh/3596488/078.wav,binh-đinh,binh-đinh_3596488,4.430625
binh-đinh/3596488/104.wav,binh-đinh,binh-đinh_3596488,3.552
binh-đinh/3596488/015.wav,binh-đinh,binh-đinh_3596488,4.512
binh-đinh/3596488/131.wav,binh-đinh,binh-đinh_3596488,3.808
binh-đinh/3596488/045.wav,binh-đinh,binh-đinh_3596488,3.550625
binh-đinh/3596488/103.wav,binh-đinh,binh-đinh_3596488,3.302625
binh-đinh/3596488/122.wav,binh-đinh,binh-đinh_3596488,4.134625
binh-đinh/3596488/069.wav,binh-đinh,binh-đinh_3596488,3.638625
binh-đinh/3596488/120.wav,binh-đinh,binh-đinh_3596488,4.782625
binh-đinh/3596488/123.wav,binh-đinh,binh-đinh_3596488,6.062625
binh-đinh/3596488/142.wav,binh-đinh,binh-đinh_3596488,3.2
binh-đinh/3596488/151.wav,binh-đinh,binh-đinh_3596488,3.134625
binh-đinh/3596488/000.wav,binh-đinh,binh-đinh_3596488,3.648
binh-đinh/3596488/144.wav,binh-đinh,binh-đinh_3596488,5.216
binh-đinh/3596488/033.wav,binh-đinh,binh-đinh_3596488,3.510625
binh-đinh/3596488/094.wav,binh-đinh,binh-đinh_3596488,7.014625
binh-đinh/3596488/048.wav,binh-đinh,binh-đinh_3596488,5.376
binh-đinh/3596488/047.wav,binh-đinh,binh-đinh_3596488,4.544
binh-đinh/3596488/121.wav,binh-đinh,binh-đinh_3596488,4.128
binh-đinh/3596488/111.wav,binh-đinh,binh-đinh_3596488,3.104
binh-đinh/3596488/028.wav,binh-đinh,binh-đinh_3596488,5.632
binh-đinh/3596488/093.wav,binh-đinh,binh-đinh_3596488,4.230625
binh-đinh/3596488/008.wav,binh-đinh,binh-đinh_3596488,3.648
binh-đinh/3596488/172.wav,binh-đinh,binh-đinh_3596488,4.256
binh-đinh/3596488/080.wav,binh-đinh,binh-đinh_3596488,4.928
binh-đinh/3596488/175.wav,binh-đinh,binh-đinh_3596488,3.36
binh-đinh/3596488/146.wav,binh-đinh,binh-đinh_3596488,3.712
binh-đinh/3596488/150.wav,binh-đinh,binh-đinh_3596488,5.056
binh-đinh/3596488/186.wav,binh-đinh,binh-đinh_3596488,4.768
binh-đinh/3596488/124.wav,binh-đinh,binh-đinh_3596488,4.704
binh-đinh/3596488/182.wav,binh-đinh,binh-đinh_3596488,3.782625
binh-đinh/3596488/035.wav,binh-đinh,binh-đinh_3596488,4.896
binh-đinh/3596488/010.wav,binh-đinh,binh-đinh_3596488,4.334625
binh-đinh/3596488/191.wav,binh-đinh,binh-đinh_3596488,5.952
binh-đinh/3596488/118.wav,binh-đinh,binh-đinh_3596488,3.654625
binh-đinh/3596488/143.wav,binh-đinh,binh-đinh_3596488,4.576
binh-đinh/3596488/173.wav,binh-đinh,binh-đinh_3596488,3.670625
binh-đinh/3596488/062.wav,binh-đinh,binh-đinh_3596488,4.256
binh-đinh/3596488/199.wav,binh-đinh,binh-đinh_3596488,3.68
binh-đinh/3596488/101.wav,binh-đinh,binh-đinh_3596488,4.384
binh-đinh/3596488/060.wav,binh-đinh,binh-đinh_3596488,4.8
binh-đinh/3596488/141.wav,binh-đinh,binh-đinh_3596488,3.974625
binh-đinh/3596488/051.wav,binh-đinh,binh-đinh_3596488,5.408
binh-đinh/3596488/074.wav,binh-đinh,binh-đinh_3596488,3.982625
binh-đinh/3596488/189.wav,binh-đinh,binh-đinh_3596488,3.582625
binh-đinh/3596488/158.wav,binh-đinh,binh-đinh_3596488,4.262625
binh-đinh/3596488/025.wav,binh-đinh,binh-đinh_3596488,3.710625
binh-đinh/3596488/149.wav,binh-đinh,binh-đinh_3596488,4.16
binh-đinh/3596488/102.wav,binh-đinh,binh-đinh_3596488,4.766625
binh-đinh/3596488/148.wav,binh-đinh,binh-đinh_3596488,4.384
binh-đinh/3596488/086.wav,binh-đinh,binh-đinh_3596488,4.48
